		ELEVATION	BASEDEMAND	INITQUALITY	PRESSURE	HEAD	DEMAND	QUALITY
13	02:00:00	210,00	2,00	1,00	37,14	295,72	1,94	0,00
14	02:00:00	200,00	2,00	1,00	41,31	295,34	1,94	0,00
15	02:00:00	190,00	2,00	1,00	45,54	295,11	1,94	0,00
16	02:00:00	150,00	20,00	1,00	62,91	295,18	19,40	0,00
17	02:00:00	180,00	20,00	1,00	49,88	295,12	19,40	0,00
18	02:00:00	100,00	20,00	1,00	84,55	295,12	19,40	0,00
19	02:00:00	150,00	5,00	1,00	62,89	295,14	4,85	0,00
20	02:00:00	170,00	19,00	1,00	54,30	295,33	18,43	0,00
21	02:00:00	150,00	16,00	1,00	62,96	295,31	15,52	0,00
22	02:00:00	200,00	10,00	1,00	41,30	295,31	9,70	0,00
23	02:00:00	230,00	8,00	1,00	27,93	294,45	7,76	0,00
24	02:00:00	190,00	11,00	1,00	45,46	294,91	10,67	0,00
25	02:00:00	230,00	6,00	1,00	27,83	294,23	5,82	0,00
27	02:00:00	130,00	8,00	1,00	71,16	294,22	7,76	0,00
28	02:00:00	110,00	0,00	1,00	79,82	294,22	0,00	0,00
29	02:00:00	110,00	7,00	1,00	79,82	294,22	6,79	0,00
30	02:00:00	130,00	3,00	1,00	71,16	294,22	2,91	0,00
31	02:00:00	190,00	17,00	1,00	45,16	294,23	16,49	0,00
32	02:00:00	110,00	17,00	1,00	80,21	295,12	16,49	0,00
33	02:00:00	180,00	1,50	1,00	49,96	295,31	1,45	0,00
34	02:00:00	190,00	1,50	1,00	45,63	295,31	1,45	0,00
35	02:00:00	110,00	0,00	1,00	79,82	294,22	0,00	0,00
36	02:00:00	110,00	1,00	1,00	79,82	294,22	0,97	0,00
26	02:00:00	235,00	0,00	1,00	25,61	294,11	353,53	0,00
1	03:00:00	50,00	-694,40	1,00	114,79	314,91	-666,62	0,00
2	03:00:00	100,00	8,00	1,00	91,10	310,25	7,76	0,00
3	03:00:00	60,00	14,00	1,00	108,17	309,63	13,58	0,00
4	03:00:00	60,00	8,00	1,00	107,98	309,19	7,76	0,00
5	03:00:00	100,00	8,00	1,00	90,63	309,15	7,76	0,00
6	03:00:00	125,00	5,00	1,00	78,88	307,05	4,85	0,00
7	03:00:00	160,00	4,00	1,00	61,70	302,39	3,88	0,00
8	03:00:00	110,00	9,00	1,00	83,36	302,39	8,73	0,00
9	03:00:00	180,00	14,00	1,00	52,75	301,74	13,58	0,00
10	03:00:00	130,00	5,00	1,00	74,70	302,39	4,85	0,00
11	03:00:00	185,00	34,78	1,00	50,11	300,64	33,74	0,00
12	03:00:00	210,00	16,00	1,00	38,11	297,96	15,52	0,00
13	03:00:00	210,00	2,00	1,00	37,77	297,16	1,94	0,00
14	03:00:00	200,00	2,00	1,00	41,94	296,78	1,94	0,00
15	03:00:00	190,00	2,00	1,00	46,17	296,56	1,94	0,00
16	03:00:00	150,00	20,00	1,00	63,53	296,63	19,40	0,00
17	03:00:00	180,00	20,00	1,00	50,51	296,57	19,40	0,00
18	03:00:00	100,00	20,00	1,00	85,17	296,57	19,40	0,00
19	03:00:00	150,00	5,00	1,00	63,51	296,58	4,85	0,00
20	03:00:00	170,00	19,00	1,00	54,93	296,77	18,43	0,00
21	03:00:00	150,00	16,00	1,00	63,59	296,75	15,52	0,00
22	03:00:00	200,00	10,00	1,00	41,92	296,76	9,70	0,00
23	03:00:00	230,00	8,00	1,00	28,55	295,90	7,76	0,00
24	03:00:00	190,00	11,00	1,00	46,08	296,36	10,67	0,00
25	03:00:00	230,00	6,00	1,00	28,46	295,68	5,82	0,00
27	03:00:00	130,00	8,00	1,00	71,78	295,67	7,76	0,00
28	03:00:00	110,00	0,00	1,00	80,45	295,66	0,00	0,00
29	03:00:00	110,00	7,00	1,00	80,45	295,66	6,79	0,00
30	03:00:00	130,00	3,00	1,00	71,78	295,66	2,91	0,00
31	03:00:00	190,00	17,00	1,00	45,79	295,67	16,49	0,00
32	03:00:00	110,00	17,00	1,00	80,84	296,57	16,49	0,00
33	03:00:00	180,00	1,50	1,00	50,59	296,75	1,45	0,00
34	03:00:00	190,00	1,50	1,00	46,26	296,75	1,45	0,00
35	03:00:00	110,00	0,00	1,00	80,45	295,66	0,00	0,00
36	03:00:00	110,00	1,00	1,00	80,45	295,66	0,97	0,00
26	03:00:00	235,00	0,00	1,00	26,24	295,56	353,53	0,00
1	04:00:00	50,00	-694,40	1,00	115,56	316,70	-666,62	0,00
2	04:00:00	100,00	8,00	1,00	91,87	312,03	7,12	0,00
3	04:00:00	60,00	14,00	1,00	108,94	311,43	12,46	0,00
4	04:00:00	60,00	8,00	1,00	108,75	310,98	7,12	0,00
5	04:00:00	100,00	8,00	1,00	91,40	310,93	7,12	0,00
6	04:00:00	125,00	5,00	1,00	79,65	308,82	4,45	0,00
7	04:00:00	160,00	4,00	1,00	62,44	304,11	3,56	0,00
8	04:00:00	110,00	9,00	1,00	84,11	304,11	8,01	0,00
9	04:00:00	180,00	14,00	1,00	53,49	303,45	12,46	0,00
10	04:00:00	130,00	5,00	1,00	75,44	304,11	4,45	0,00
11	04:00:00	185,00	34,78	1,00	50,84	302,33	30,95	0,00
12	04:00:00	210,00	16,00	1,00	38,81	299,57	14,24	0,00
13	04:00:00	210,00	2,00	1,00	38,45	298,74	1,78	0,00
14	04:00:00	200,00	2,00	1,00	42,62	298,35	1,78	0,00
15	04:00:00	190,00	2,00	1,00	46,84	298,11	1,78	0,00
16	04:00:00	150,00	20,00	1,00	64,22	298,20	17,80	0,00
17	04:00:00	180,00	20,00	1,00	51,19	298,14	17,80	0,00
18	04:00:00	100,00	20,00	1,00	85,85	298,14	17,80	0,00
19	04:00:00	150,00	5,00	1,00	64,19	298,15	4,45	0,00
20	04:00:00	170,00	19,00	1,00	55,61	298,34	16,91	0,00
21	04:00:00	150,00	16,00	1,00	64,27	298,32	14,24	0,00
22	04:00:00	200,00	10,00	1,00	42,60	298,32	8,90	0,00
23	04:00:00	230,00	8,00	1,00	29,20	297,38	7,12	0,00
24	04:00:00	190,00	11,00	1,00	46,75	297,89	9,79	0,00
25	04:00:00	230,00	6,00	1,00	29,09	297,14	5,34	0,00
27	04:00:00	130,00	8,00	1,00	72,42	297,13	7,12	0,00
28	04:00:00	110,00	0,00	1,00	81,08	297,13	0,00	0,00
29	04:00:00	110,00	7,00	1,00	81,08	297,13	6,23	0,00
30	04:00:00	130,00	3,00	1,00	72,42	297,13	2,67	0,00
31	04:00:00	190,00	17,00	1,00	46,42	297,13	15,13	0,00
32	04:00:00	110,00	17,00	1,00	81,52	298,14	15,13	0,00
33	04:00:00	180,00	1,50	1,00	51,27	298,32	1,34	0,00
34	04:00:00	190,00	1,50	1,00	46,94	298,32	1,34	0,00
35	04:00:00	110,00	0,00	1,00	81,08	297,13	0,00	0,00
36	04:00:00	110,00	1,00	1,00	81,08	297,13	0,89	0,00
26	04:00:00	235,00	0,00	1,00	26,87	297,00	379,35	0,00
1	05:00:00	50,00	-694,40	1,00	115,70	317,01	-666,62	0,00
2	05:00:00	100,00	8,00	1,00	92,01	312,34	9,52	0,00
3	05:00:00	60,00	14,00	1,00	109,07	311,72	16,66	0,00
4	05:00:00	60,00	8,00	1,00	108,89	311,30	9,52	0,00
5	05:00:00	100,00	8,00	1,00	91,54	311,26	9,52	0,00
6	05:00:00	125,00	5,00	1,00	79,82	309,21	5,95	0,00
7	05:00:00	160,00	4,00	1,00	62,69	304,68	4,76	0,00
8	05:00:00	110,00	9,00	1,00	84,35	304,68	10,71	0,00
9	05:00:00	180,00	14,00	1,00	53,75	304,05	16,66	0,00
10	05:00:00	130,00	5,00	1,00	75,69	304,68	5,95	0,00
11	05:00:00	185,00	34,78	1,00	51,13	303,01	41,39	0,00
12	05:00:00	210,00	16,00	1,00	39,23	300,54	19,04	0,00
13	05:00:00	210,00	2,00	1,00	38,92	299,82	2,38	0,00
14	05:00:00	200,00	2,00	1,00	43,10	299,48	2,38	0,00
15	05:00:00	190,00	2,00	1,00	47,35	299,28	2,38	0,00
16	05:00:00	150,00	20,00	1,00	64,70	299,32	23,80	0,00
17	05:00:00	180,00	20,00	1,00	51,68	299,27	23,80	0,00
18	05:00:00	100,00	20,00	1,00	86,34	299,27	23,80	0,00
19	05:00:00	150,00	5,00	1,00	64,68	299,28	5,95	0,00
20	05:00:00	170,00	19,00	1,00	56,09	299,45	22,61	0,00
21	05:00:00	150,00	16,00	1,00	64,75	299,43	19,04	0,00
22	05:00:00	200,00	10,00	1,00	43,08	299,43	11,90	0,00
23	05:00:00	230,00	8,00	1,00	29,81	298,79	9,52	0,00
24	05:00:00	190,00	11,00	1,00	47,29	299,13	13,09	0,00
25	05:00:00	230,00	6,00	1,00	29,74	298,63	7,14	0,00
27	05:00:00	130,00	8,00	1,00	73,06	298,61	9,52	0,00
28	05:00:00	110,00	0,00	1,00	81,72	298,61	0,00	0,00
29	05:00:00	110,00	7,00	1,00	81,72	298,61	8,33	0,00
30	05:00:00	130,00	3,00	1,00	73,06	298,61	3,57	0,00
31	05:00:00	190,00	17,00	1,00	47,07	298,62	20,23	0,00
32	05:00:00	110,00	17,00	1,00	82,01	299,27	20,23	0,00
33	05:00:00	180,00	1,50	1,00	51,75	299,43	1,78	0,00
34	05:00:00	190,00	1,50	1,00	47,42	299,43	1,78	0,00
35	05:00:00	110,00	0,00	1,00	81,72	298,61	0,00	0,00
36	05:00:00	110,00	1,00	1,00	81,72	298,61	1,19	0,00
26	05:00:00	235,00	0,00	1,00	27,54	298,55	282,52	0,00
1	06:00:00	50,00	-694,40	1,00	111,22	306,69	-430,53	0,00
2	06:00:00	100,00	8,00	1,00	88,66	304,61	10,24	0,00
3	06:00:00	60,00	14,00	1,00	105,86	304,32	17,92	0,00
4	06:00:00	60,00	8,00	1,00	105,79	304,16	10,24	0,00
5	06:00:00	100,00	8,00	1,00	88,46	304,15	10,24	0,00
6	06:00:00	125,00	5,00	1,00	77,26	303,31	6,40	0,00
7	06:00:00	160,00	4,00	1,00	61,31	301,50	5,12	0,00
8	06:00:00	110,00	9,00	1,00	82,98	301,50	11,52	0,00
9	06:00:00	180,00	14,00	1,00	52,54	301,26	17,92	0,00
10	06:00:00	130,00	5,00	1,00	74,31	301,50	6,40	0,00
11	06:00:00	185,00	34,78	1,00	50,21	300,88	44,52	0,00
12	06:00:00	210,00	16,00	1,00	39,04	300,09	20,48	0,00
13	06:00:00	210,00	2,00	1,00	38,94	299,87	2,56	0,00
14	06:00:00	200,00	2,00	1,00	43,24	299,79	2,56	0,00
15	06:00:00	190,00	2,00	1,00	47,56	299,75	2,56	0,00
16	06:00:00	150,00	20,00	1,00	64,83	299,63	25,60	0,00
17	06:00:00	180,00	20,00	1,00	51,83	299,61	25,60	0,00
18	06:00:00	100,00	20,00	1,00	86,49	299,61	25,60	0,00
19	06:00:00	150,00	5,00	1,00	64,83	299,61	6,40	0,00
20	06:00:00	170,00	19,00	1,00	56,22	299,76	24,32	0,00
21	06:00:00	150,00	16,00	1,00	64,88	299,74	20,48	0,00
22	06:00:00	200,00	10,00	1,00	43,22	299,74	12,80	0,00
23	06:00:00	230,00	8,00	1,00	30,21	299,72	10,24	0,00
24	06:00:00	190,00	11,00	1,00	47,55	299,74	14,08	0,00
25	06:00:00	230,00	6,00	1,00	30,20	299,71	7,68	0,00
27	06:00:00	130,00	8,00	1,00	73,52	299,69	10,24	0,00
28	06:00:00	110,00	0,00	1,00	82,19	299,68	0,00	0,00
29	06:00:00	110,00	7,00	1,00	82,19	299,68	8,96	0,00
30	06:00:00	130,00	3,00	1,00	73,52	299,68	3,84	0,00
31	06:00:00	190,00	17,00	1,00	47,53	299,70	21,76	0,00
32	06:00:00	110,00	17,00	1,00	82,16	299,61	21,76	0,00
33	06:00:00	180,00	1,50	1,00	51,88	299,74	1,92	0,00
34	06:00:00	190,00	1,50	1,00	47,55	299,73	1,92	0,00
35	06:00:00	110,00	0,00	1,00	82,19	299,68	0,00	0,00
36	06:00:00	110,00	1,00	1,00	82,19	299,68	1,28	0,00
26	06:00:00	235,00	0,00	1,00	28,04	299,71	17,37	0,00
1	07:00:00	50,00	-694,40	1,00	108,04	299,34	0,00	0,00
2	07:00:00	100,00	8,00	1,00	86,37	299,34	5,36	0,00
3	07:00:00	60,00	14,00	1,00	103,71	299,34	9,38	0,00
4	07:00:00	60,00	8,00	1,00	103,71	299,34	5,36	0,00
5	07:00:00	100,00	8,00	1,00	86,38	299,34	5,36	0,00
6	07:00:00	125,00	5,00	1,00	75,55	299,35	3,35	0,00
7	07:00:00	160,00	4,00	1,00	60,39	299,36	2,68	0,00
8	07:00:00	110,00	9,00	1,00	82,05	299,36	6,03	0,00
9	07:00:00	180,00	14,00	1,00	51,72	299,37	9,38	0,00
10	07:00:00	130,00	5,00	1,00	73,39	299,36	3,35	0,00
11	07:00:00	185,00	34,78	1,00	49,56	299,38	23,30	0,00
12	07:00:00	210,00	16,00	1,00	38,76	299,44	10,72	0,00
13	07:00:00	210,00	2,00	1,00	38,77	299,47	1,34	0,00
14	07:00:00	200,00	2,00	1,00	43,11	299,49	1,34	0,00
15	07:00:00	190,00	2,00	1,00	47,46	299,53	1,34	0,00
16	07:00:00	150,00	20,00	1,00	64,75	299,44	13,40	0,00
17	07:00:00	180,00	20,00	1,00	51,75	299,44	13,40	0,00
18	07:00:00	100,00	20,00	1,00	86,41	299,43	13,40	0,00
19	07:00:00	150,00	5,00	1,00	64,75	299,43	3,35	0,00
20	07:00:00	170,00	19,00	1,00	56,11	299,49	12,73	0,00
21	07:00:00	150,00	16,00	1,00	64,77	299,48	10,72	0,00
22	07:00:00	200,00	10,00	1,00	43,10	299,48	6,70	0,00
23	07:00:00	230,00	8,00	1,00	30,19	299,67	5,36	0,00
24	07:00:00	190,00	11,00	1,00	47,47	299,57	7,37	0,00
25	07:00:00	230,00	6,00	1,00	30,21	299,73	4,02	0,00
27	07:00:00	130,00	8,00	1,00	73,54	299,72	5,36	0,00
28	07:00:00	110,00	0,00	1,00	82,21	299,72	0,00	0,00
29	07:00:00	110,00	7,00	1,00	82,21	299,72	4,69	0,00
30	07:00:00	130,00	3,00	1,00	73,54	299,72	2,01	0,00
31	07:00:00	190,00	17,00	1,00	47,54	299,73	11,39	0,00
32	07:00:00	110,00	17,00	1,00	82,08	299,43	11,39	0,00
33	07:00:00	180,00	1,50	1,00	51,77	299,48	1,01	0,00
34	07:00:00	190,00	1,50	1,00	47,44	299,48	1,01	0,00
35	07:00:00	110,00	0,00	1,00	82,21	299,72	0,00	0,00
36	07:00:00	110,00	1,00	1,00	82,21	299,72	0,67	0,00
26	07:00:00	235,00	0,00	1,00	28,07	299,78	-216,26	0,00
1	08:00:00	50,00	-694,40	1,00	107,66	298,46	0,00	0,00
2	08:00:00	100,00	8,00	1,00	85,99	298,46	5,36	0,00
3	08:00:00	60,00	14,00	1,00	103,32	298,46	9,38	0,00
4	08:00:00	60,00	8,00	1,00	103,32	298,46	5,36	0,00
5	08:00:00	100,00	8,00	1,00	85,99	298,46	5,36	0,00
6	08:00:00	125,00	5,00	1,00	75,16	298,46	3,35	0,00
7	08:00:00	160,00	4,00	1,00	60,00	298,48	2,68	0,00
8	08:00:00	110,00	9,00	1,00	81,67	298,48	6,03	0,00
9	08:00:00	180,00	14,00	1,00	51,34	298,48	9,38	0,00
10	08:00:00	130,00	5,00	1,00	73,00	298,48	3,35	0,00
11	08:00:00	185,00	34,78	1,00	49,18	298,50	23,30	0,00
12	08:00:00	210,00	16,00	1,00	38,37	298,56	10,72	0,00
13	08:00:00	210,00	2,00	1,00	38,38	298,58	1,34	0,00
14	08:00:00	200,00	2,00	1,00	42,73	298,61	1,34	0,00
15	08:00:00	190,00	2,00	1,00	47,07	298,64	1,34	0,00
16	08:00:00	150,00	20,00	1,00	64,37	298,55	13,40	0,00
17	08:00:00	180,00	20,00	1,00	51,37	298,55	13,40	0,00
18	08:00:00	100,00	20,00	1,00	86,03	298,55	13,40	0,00
19	08:00:00	150,00	5,00	1,00	64,37	298,55	3,35	0,00
20	08:00:00	170,00	19,00	1,00	55,72	298,60	12,73	0,00
21	08:00:00	150,00	16,00	1,00	64,39	298,59	10,72	0,00
22	08:00:00	200,00	10,00	1,00	42,72	298,59	6,70	0,00
23	08:00:00	230,00	8,00	1,00	29,81	298,79	5,36	0,00
24	08:00:00	190,00	11,00	1,00	47,09	298,68	7,37	0,00
25	08:00:00	230,00	6,00	1,00	29,83	298,84	4,02	0,00
27	08:00:00	130,00	8,00	1,00	73,16	298,84	5,36	0,00
28	08:00:00	110,00	0,00	1,00	81,82	298,84	0,00	0,00
29	08:00:00	110,00	7,00	1,00	81,82	298,84	4,69	0,00
30	08:00:00	130,00	3,00	1,00	73,16	298,84	2,01	0,00
31	08:00:00	190,00	17,00	1,00	47,16	298,84	11,39	0,00
32	08:00:00	110,00	17,00	1,00	81,70	298,55	11,39	0,00
33	08:00:00	180,00	1,50	1,00	51,39	298,59	1,01	0,00
34	08:00:00	190,00	1,50	1,00	47,05	298,59	1,01	0,00
35	08:00:00	110,00	0,00	1,00	81,82	298,84	0,00	0,00
36	08:00:00	110,00	1,00	1,00	81,82	298,84	0,67	0,00
26	08:00:00	235,00	0,00	1,00	27,68	298,89	-216,26	0,00
1	09:00:00	50,00	-694,40	1,00	106,78	296,44	0,00	0,00
2	09:00:00	100,00	8,00	1,00	85,12	296,44	10,72	0,00
3	09:00:00	60,00	14,00	1,00	102,45	296,43	18,76	0,00
4	09:00:00	60,00	8,00	1,00	102,45	296,44	10,72	0,00
5	09:00:00	100,00	8,00	1,00	85,12	296,44	10,72	0,00
6	09:00:00	125,00	5,00	1,00	74,30	296,46	6,70	0,00
7	09:00:00	160,00	4,00	1,00	59,15	296,52	5,36	0,00
8	09:00:00	110,00	9,00	1,00	80,82	296,52	12,06	0,00
9	09:00:00	180,00	14,00	1,00	50,50	296,54	18,76	0,00
10	09:00:00	130,00	5,00	1,00	72,15	296,52	6,70	0,00
11	09:00:00	185,00	34,78	1,00	48,35	296,58	46,61	0,00
12	09:00:00	210,00	16,00	1,00	37,61	296,80	21,44	0,00
13	09:00:00	210,00	2,00	1,00	37,65	296,89	2,68	0,00
14	09:00:00	200,00	2,00	1,00	42,02	296,99	2,68	0,00
15	09:00:00	190,00	2,00	1,00	46,41	297,10	2,68	0,00
16	09:00:00	150,00	20,00	1,00	63,60	296,78	26,80	0,00
17	09:00:00	180,00	20,00	1,00	50,60	296,78	26,80	0,00
18	09:00:00	100,00	20,00	1,00	85,26	296,77	26,80	0,00
19	09:00:00	150,00	5,00	1,00	63,60	296,77	6,70	0,00
20	09:00:00	170,00	19,00	1,00	55,01	296,96	25,46	0,00
21	09:00:00	150,00	16,00	1,00	63,67	296,93	21,44	0,00
22	09:00:00	200,00	10,00	1,00	42,00	296,93	13,40	0,00
23	09:00:00	230,00	8,00	1,00	29,31	297,63	10,72	0,00
24	09:00:00	190,00	11,00	1,00	46,47	297,25	14,74	0,00
25	09:00:00	230,00	6,00	1,00	29,39	297,84	8,04	0,00
27	09:00:00	130,00	8,00	1,00	72,71	297,81	10,72	0,00
28	09:00:00	110,00	0,00	1,00	81,38	297,81	0,00	0,00
29	09:00:00	110,00	7,00	1,00	81,38	297,81	9,38	0,00
30	09:00:00	130,00	3,00	1,00	72,71	297,81	4,02	0,00
31	09:00:00	190,00	17,00	1,00	46,72	297,83	22,78	0,00
32	09:00:00	110,00	17,00	1,00	80,93	296,77	22,78	0,00
33	09:00:00	180,00	1,50	1,00	50,67	296,93	2,01	0,00
34	09:00:00	190,00	1,50	1,00	46,33	296,93	2,01	0,00
35	09:00:00	110,00	0,00	1,00	81,38	297,81	0,00	0,00
36	09:00:00	110,00	1,00	1,00	81,38	297,81	1,34	0,00
26	09:00:00	235,00	0,00	1,00	27,30	298,01	-432,53	0,00
1	10:00:00	50,00	-694,40	1,00	104,60	291,41	0,00	0,00
2	10:00:00	100,00	8,00	1,00	82,94	291,41	19,68	0,00
3	10:00:00	60,00	14,00	1,00	100,26	291,39	34,44	0,00
4	10:00:00	60,00	8,00	1,00	100,27	291,41	19,68	0,00
5	10:00:00	100,00	8,00	1,00	82,94	291,42	19,68	0,00
6	10:00:00	125,00	5,00	1,00	72,14	291,48	12,30	0,00
7	10:00:00	160,00	4,00	1,00	57,05	291,65	9,84	0,00
8	10:00:00	110,00	9,00	1,00	78,71	291,65	22,14	0,00
9	10:00:00	180,00	14,00	1,00	48,40	291,70	34,44	0,00
10	10:00:00	130,00	5,00	1,00	70,04	291,64	12,30	0,00
11	10:00:00	185,00	34,78	1,00	46,29	291,83	85,56	0,00
12	10:00:00	210,00	16,00	1,00	35,76	292,52	39,36	0,00
13	10:00:00	210,00	2,00	1,00	35,88	292,80	4,92	0,00
14	10:00:00	200,00	2,00	1,00	40,34	293,09	4,92	0,00
15	10:00:00	190,00	2,00	1,00	44,82	293,45	4,92	0,00
16	10:00:00	150,00	20,00	1,00	61,72	292,45	49,20	0,00
17	10:00:00	180,00	20,00	1,00	48,73	292,45	49,20	0,00
18	10:00:00	100,00	20,00	1,00	83,38	292,42	49,20	0,00
19	10:00:00	150,00	5,00	1,00	61,71	292,42	12,30	0,00
20	10:00:00	170,00	19,00	1,00	53,30	293,00	46,74	0,00
21	10:00:00	150,00	16,00	1,00	61,93	292,92	39,36	0,00
22	10:00:00	200,00	10,00	1,00	40,26	292,92	24,60	0,00
23	10:00:00	230,00	8,00	1,00	28,20	295,08	19,68	0,00
24	10:00:00	190,00	11,00	1,00	45,02	293,90	27,06	0,00
