		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR	QUALITY
36	00:00:00	400,00	8,00	100,00	1,89	0,01	2,68e-04	0,08	0,00
37	00:00:00	500,00	8,00	100,00	17,10	0,11	0,02	0,06	0,00
38	00:00:00	500,00	8,00	100,00	2,47	0,02	1,15e-04	0,02	0,00
39	00:00:00	1000,00	8,00	100,00	3,78	0,02	9,69e-04	0,07	0,00
40	00:00:00	700,00	8,00	100,00	1,31	8,38e-03	1,36e-04	0,08	0,00
41	00:00:00	300,00	8,00	100,00	1,26	8,04e-03	1,27e-04	0,08	0,00
1	01:00:00	2,40e+03	12,00	100,00	666,62	1,89	1,94	0,04	0,00
2	01:00:00	800,00	12,00	100,00	551,15	1,56	1,37	0,04	0,00
3	01:00:00	1,30e+03	8,00	100,00	107,16	0,68	0,47	0,04	0,00
4	01:00:00	1,20e+03	8,00	100,00	92,60	0,59	0,36	0,04	0,00
5	01:00:00	1000,00	12,00	100,00	84,28	0,24	0,04	0,05	0,00
6	01:00:00	1,20e+03	12,00	100,00	627,10	1,78	1,74	0,04	0,00
7	01:00:00	2,70e+03	12,00	100,00	621,90	1,76	1,71	0,04	0,00
8	01:00:00	1,20e+03	12,00	140,00	14,56	0,04	8,76e-04	0,03	0,00
9	01:00:00	400,00	12,00	100,00	603,18	1,71	1,62	0,04	0,00
10	01:00:00	1000,00	8,00	140,00	5,20	0,03	9,38e-04	0,04	0,00
11	01:00:00	700,00	12,00	100,00	588,62	1,67	1,54	0,04	0,00
12	01:00:00	1,90e+03	12,00	100,00	552,45	1,57	1,37	0,04	0,00
13	01:00:00	600,00	12,00	100,00	535,81	1,52	1,30	0,04	0,00
14	01:00:00	400,00	12,00	100,00	442,98	1,26	0,91	0,04	0,00
15	01:00:00	300,00	12,00	100,00	390,98	1,11	0,72	0,04	0,00
16	01:00:00	1,50e+03	8,00	100,00	90,76	0,58	0,35	0,04	0,00
17	01:00:00	1,50e+03	8,00	100,00	5,48	0,03	1,92e-03	0,07	0,00
18	01:00:00	600,00	8,00	100,00	44,44	0,28	0,09	0,05	0,00
19	01:00:00	700,00	12,00	100,00	18,17	0,05	2,46e-03	0,06	0,00
20	01:00:00	350,00	12,00	100,00	2,63	7,47e-03	6,89e-05	0,08	0,00
21	01:00:00	1,40e+03	8,00	100,00	25,51	0,16	0,03	0,05	0,00
22	01:00:00	1,10e+03	12,00	100,00	49,92	0,14	0,02	0,05	0,00
23	01:00:00	1,30e+03	8,00	100,00	15,14	0,10	0,01	0,06	0,00
24	01:00:00	1,30e+03	8,00	100,00	1,50	9,59e-03	1,76e-04	0,08	0,00
25	01:00:00	1,30e+03	8,00	100,00	15,02	0,10	0,01	0,06	0,00
26	01:00:00	600,00	12,00	100,00	382,93	1,09	0,70	0,04	0,00
27	01:00:00	250,00	12,00	100,00	394,37	1,12	0,74	0,04	0,00
28	01:00:00	300,00	12,00	100,00	374,61	1,06	0,67	0,04	0,00
29	01:00:00	200,00	12,00	100,00	330,93	0,94	0,53	0,04	0,00
30	01:00:00	600,00	12,00	100,00	37,44	0,11	9,39e-03	0,05	0,00
31	01:00:00	400,00	8,00	100,00	19,76	0,13	0,02	0,06	0,00
32	01:00:00	400,00	8,00	100,00	11,44	0,07	7,53e-03	0,06	0,00
34	01:00:00	700,00	8,00	100,00	1,79	0,01	2,43e-04	0,08	0,00
35	01:00:00	1000,00	8,00	100,00	3,12	0,02	6,79e-04	0,07	0,00
36	01:00:00	400,00	8,00	100,00	1,56	9,96e-03	1,88e-04	0,08	0,00
37	01:00:00	500,00	8,00	100,00	20,31	0,13	0,02	0,06	0,00
38	01:00:00	500,00	8,00	100,00	2,37	0,02	4,08e-04	0,08	0,00
39	01:00:00	1000,00	8,00	100,00	3,12	0,02	6,79e-04	0,07	0,00
40	01:00:00	700,00	8,00	100,00	0,75	4,79e-03	4,85e-05	0,09	0,00
41	01:00:00	300,00	8,00	100,00	1,04	6,64e-03	8,88e-05	0,09	0,00
1	02:00:00	2,40e+03	12,00	100,00	666,62	1,89	1,94	0,04	0,00
2	02:00:00	800,00	12,00	100,00	552,04	1,57	1,37	0,04	0,00
3	02:00:00	1,30e+03	8,00	100,00	106,83	0,68	0,47	0,04	0,00
4	02:00:00	1,20e+03	8,00	100,00	93,25	0,60	0,37	0,04	0,00
5	02:00:00	1000,00	12,00	100,00	85,49	0,24	0,04	0,05	0,00
6	02:00:00	1,20e+03	12,00	100,00	629,76	1,79	1,75	0,04	0,00
7	02:00:00	2,70e+03	12,00	100,00	624,91	1,77	1,72	0,04	0,00
8	02:00:00	1,20e+03	12,00	140,00	13,58	0,04	7,70e-04	0,03	0,00
9	02:00:00	400,00	12,00	100,00	607,45	1,72	1,64	0,04	0,00
10	02:00:00	1000,00	8,00	140,00	4,85	0,03	8,24e-04	0,04	0,00
11	02:00:00	700,00	12,00	100,00	593,87	1,68	1,57	0,04	0,00
12	02:00:00	1,90e+03	12,00	100,00	560,14	1,59	1,41	0,04	0,00
13	02:00:00	600,00	12,00	100,00	544,62	1,54	1,34	0,04	0,00
14	02:00:00	400,00	12,00	100,00	450,95	1,28	0,94	0,04	0,00
15	02:00:00	300,00	12,00	100,00	402,45	1,14	0,76	0,04	0,00
16	02:00:00	1,50e+03	8,00	100,00	91,73	0,59	0,36	0,04	0,00
17	02:00:00	1,50e+03	8,00	100,00	12,19	0,08	8,46e-03	0,06	0,00
18	02:00:00	600,00	8,00	100,00	46,13	0,29	0,10	0,05	0,00
19	02:00:00	700,00	12,00	100,00	14,55	0,04	1,63e-03	0,06	0,00
20	02:00:00	350,00	12,00	100,00	4,85	0,01	2,13e-04	0,07	0,00
21	02:00:00	1,40e+03	8,00	100,00	26,19	0,17	0,03	0,05	0,00
22	02:00:00	1,10e+03	12,00	100,00	46,56	0,13	0,01	0,05	0,00
23	02:00:00	1,30e+03	8,00	100,00	14,12	0,09	0,01	0,06	0,00
24	02:00:00	1,30e+03	8,00	100,00	1,40	8,95e-03	1,54e-04	0,08	0,00
25	02:00:00	1,30e+03	8,00	100,00	14,01	0,09	0,01	0,06	0,00
26	02:00:00	600,00	12,00	100,00	402,03	1,14	0,76	0,04	0,00
27	02:00:00	250,00	12,00	100,00	412,70	1,17	0,80	0,04	0,00
28	02:00:00	300,00	12,00	100,00	394,27	1,12	0,74	0,04	0,00
29	02:00:00	200,00	12,00	100,00	353,53	1,00	0,60	0,04	0,00
30	02:00:00	600,00	12,00	100,00	34,92	0,10	8,25e-03	0,05	0,00
31	02:00:00	400,00	8,00	100,00	18,43	0,12	0,02	0,06	0,00
32	02:00:00	400,00	8,00	100,00	10,67	0,07	6,62e-03	0,06	0,00
34	02:00:00	700,00	8,00	100,00	1,67	0,01	2,13e-04	0,08	0,00
35	02:00:00	1000,00	8,00	100,00	2,91	0,02	5,97e-04	0,07	0,00
36	02:00:00	400,00	8,00	100,00	1,45	9,29e-03	1,65e-04	0,08	0,00
37	02:00:00	500,00	8,00	100,00	21,34	0,14	0,02	0,06	0,00
38	02:00:00	500,00	8,00	100,00	2,21	0,01	3,58e-04	0,08	0,00
39	02:00:00	1000,00	8,00	100,00	2,91	0,02	5,97e-04	0,07	0,00
40	02:00:00	700,00	8,00	100,00	0,70	4,47e-03	4,26e-05	0,09	0,00
41	02:00:00	300,00	8,00	100,00	0,97	6,19e-03	7,80e-05	0,09	0,00
1	03:00:00	2,40e+03	12,00	100,00	666,62	1,89	1,94	0,04	0,00
2	03:00:00	800,00	12,00	100,00	552,04	1,57	1,37	0,04	0,00
3	03:00:00	1,30e+03	8,00	100,00	106,83	0,68	0,47	0,04	0,00
4	03:00:00	1,20e+03	8,00	100,00	93,25	0,60	0,37	0,04	0,00
5	03:00:00	1000,00	12,00	100,00	85,49	0,24	0,04	0,05	0,00
6	03:00:00	1,20e+03	12,00	100,00	629,76	1,79	1,75	0,04	0,00
7	03:00:00	2,70e+03	12,00	100,00	624,91	1,77	1,72	0,04	0,00
8	03:00:00	1,20e+03	12,00	140,00	13,58	0,04	7,70e-04	0,03	0,00
9	03:00:00	400,00	12,00	100,00	607,45	1,72	1,64	0,04	0,00
10	03:00:00	1000,00	8,00	140,00	4,85	0,03	8,24e-04	0,04	0,00
11	03:00:00	700,00	12,00	100,00	593,87	1,68	1,57	0,04	0,00
12	03:00:00	1,90e+03	12,00	100,00	560,14	1,59	1,41	0,04	0,00
13	03:00:00	600,00	12,00	100,00	544,62	1,54	1,34	0,04	0,00
14	03:00:00	400,00	12,00	100,00	450,95	1,28	0,94	0,04	0,00
15	03:00:00	300,00	12,00	100,00	402,45	1,14	0,76	0,04	0,00
16	03:00:00	1,50e+03	8,00	100,00	91,72	0,59	0,36	0,04	0,00
17	03:00:00	1,50e+03	8,00	100,00	12,18	0,08	8,46e-03	0,06	0,00
18	03:00:00	600,00	8,00	100,00	46,13	0,29	0,10	0,05	0,00
19	03:00:00	700,00	12,00	100,00	14,55	0,04	1,63e-03	0,06	0,00
20	03:00:00	350,00	12,00	100,00	4,85	0,01	2,13e-04	0,07	0,00
21	03:00:00	1,40e+03	8,00	100,00	26,19	0,17	0,03	0,05	0,00
22	03:00:00	1,10e+03	12,00	100,00	46,56	0,13	0,01	0,05	0,00
23	03:00:00	1,30e+03	8,00	100,00	14,12	0,09	0,01	0,06	0,00
24	03:00:00	1,30e+03	8,00	100,00	1,40	8,95e-03	1,54e-04	0,08	0,00
25	03:00:00	1,30e+03	8,00	100,00	14,01	0,09	0,01	0,06	0,00
26	03:00:00	600,00	12,00	100,00	402,03	1,14	0,76	0,04	0,00
27	03:00:00	250,00	12,00	100,00	412,70	1,17	0,80	0,04	0,00
28	03:00:00	300,00	12,00	100,00	394,27	1,12	0,74	0,04	0,00
29	03:00:00	200,00	12,00	100,00	353,53	1,00	0,60	0,04	0,00
30	03:00:00	600,00	12,00	100,00	34,92	0,10	8,25e-03	0,05	0,00
31	03:00:00	400,00	8,00	100,00	18,43	0,12	0,02	0,06	0,00
32	03:00:00	400,00	8,00	100,00	10,67	0,07	6,62e-03	0,06	0,00
34	03:00:00	700,00	8,00	100,00	1,67	0,01	2,13e-04	0,08	0,00
35	03:00:00	1000,00	8,00	100,00	2,91	0,02	5,97e-04	0,07	0,00
36	03:00:00	400,00	8,00	100,00	1,45	9,29e-03	1,65e-04	0,08	0,00
37	03:00:00	500,00	8,00	100,00	21,34	0,14	0,02	0,06	0,00
38	03:00:00	500,00	8,00	100,00	2,21	0,01	3,58e-04	0,08	0,00
39	03:00:00	1000,00	8,00	100,00	2,91	0,02	5,97e-04	0,07	0,00
40	03:00:00	700,00	8,00	100,00	0,70	4,47e-03	4,26e-05	0,09	0,00
41	03:00:00	300,00	8,00	100,00	0,97	6,19e-03	7,80e-05	0,09	0,00
1	04:00:00	2,40e+03	12,00	100,00	666,62	1,89	1,94	0,04	0,00
2	04:00:00	800,00	12,00	100,00	553,06	1,57	1,38	0,04	0,00
3	04:00:00	1,30e+03	8,00	100,00	106,45	0,68	0,47	0,04	0,00
4	04:00:00	1,20e+03	8,00	100,00	93,99	0,60	0,37	0,04	0,00
5	04:00:00	1000,00	12,00	100,00	86,87	0,25	0,04	0,05	0,00
6	04:00:00	1,20e+03	12,00	100,00	632,80	1,80	1,77	0,04	0,00
7	04:00:00	2,70e+03	12,00	100,00	628,35	1,78	1,74	0,04	0,00
8	04:00:00	1,20e+03	12,00	140,00	12,46	0,04	6,56e-04	0,03	0,00
9	04:00:00	400,00	12,00	100,00	612,33	1,74	1,66	0,04	0,00
10	04:00:00	1000,00	8,00	140,00	4,45	0,03	7,03e-04	0,04	0,00
11	04:00:00	700,00	12,00	100,00	599,87	1,70	1,60	0,04	0,00
12	04:00:00	1,90e+03	12,00	100,00	568,92	1,61	1,45	0,04	0,00
13	04:00:00	600,00	12,00	100,00	554,68	1,57	1,38	0,04	0,00
14	04:00:00	400,00	12,00	100,00	460,46	1,31	0,98	0,04	0,00
15	04:00:00	300,00	12,00	100,00	415,96	1,18	0,81	0,04	0,00
16	04:00:00	1,50e+03	8,00	100,00	92,44	0,59	0,36	0,04	0,00
17	04:00:00	1,50e+03	8,00	100,00	19,46	0,12	0,02	0,06	0,00
18	04:00:00	600,00	8,00	100,00	47,79	0,31	0,11	0,05	0,00
19	04:00:00	700,00	12,00	100,00	10,53	0,03	8,96e-04	0,06	0,00
20	04:00:00	350,00	12,00	100,00	7,27	0,02	4,52e-04	0,07	0,00
21	04:00:00	1,40e+03	8,00	100,00	26,85	0,17	0,04	0,05	0,00
22	04:00:00	1,10e+03	12,00	100,00	42,72	0,12	0,01	0,05	0,00
23	04:00:00	1,30e+03	8,00	100,00	12,95	0,08	9,48e-03	0,06	0,00
24	04:00:00	1,30e+03	8,00	100,00	1,29	8,21e-03	1,32e-04	0,08	0,00
25	04:00:00	1,30e+03	8,00	100,00	12,86	0,08	9,35e-03	0,06	0,00
26	04:00:00	600,00	12,00	100,00	423,85	1,20	0,84	0,04	0,00
27	04:00:00	250,00	12,00	100,00	433,64	1,23	0,88	0,04	0,00
28	04:00:00	300,00	12,00	100,00	416,73	1,18	0,81	0,04	0,00
29	04:00:00	200,00	12,00	100,00	379,35	1,08	0,68	0,04	0,00
30	04:00:00	600,00	12,00	100,00	32,04	0,09	7,04e-03	0,05	0,00
31	04:00:00	400,00	8,00	100,00	16,91	0,11	0,02	0,06	0,00
32	04:00:00	400,00	8,00	100,00	9,79	0,06	5,64e-03	0,06	0,00
34	04:00:00	700,00	8,00	100,00	1,53	9,78e-03	1,82e-04	0,08	0,00
35	04:00:00	1000,00	8,00	100,00	2,67	0,02	5,09e-04	0,08	0,00
36	04:00:00	400,00	8,00	100,00	1,33	8,52e-03	1,41e-04	0,08	0,00
37	04:00:00	500,00	8,00	100,00	22,40	0,14	0,03	0,05	0,00
38	04:00:00	500,00	8,00	100,00	2,03	0,01	3,06e-04	0,08	0,00
39	04:00:00	1000,00	8,00	100,00	2,67	0,02	5,09e-04	0,08	0,00
40	04:00:00	700,00	8,00	100,00	0,64	4,10e-03	3,64e-05	0,09	0,00
41	04:00:00	300,00	8,00	100,00	0,89	5,68e-03	6,65e-05	0,09	0,00
1	05:00:00	2,40e+03	12,00	100,00	666,62	1,89	1,94	0,04	0,00
2	05:00:00	800,00	12,00	100,00	549,25	1,56	1,36	0,04	0,00
3	05:00:00	1,30e+03	8,00	100,00	107,86	0,69	0,48	0,04	0,00
4	05:00:00	1,20e+03	8,00	100,00	91,20	0,58	0,35	0,04	0,00
5	05:00:00	1000,00	12,00	100,00	81,68	0,23	0,04	0,05	0,00
6	05:00:00	1,20e+03	12,00	100,00	621,40	1,76	1,71	0,04	0,00
7	05:00:00	2,70e+03	12,00	100,00	615,45	1,75	1,68	0,04	0,00
8	05:00:00	1,20e+03	12,00	140,00	16,66	0,05	1,12e-03	0,03	0,00
9	05:00:00	400,00	12,00	100,00	594,03	1,69	1,57	0,04	0,00
10	05:00:00	1000,00	8,00	140,00	5,95	0,04	1,20e-03	0,04	0,00
11	05:00:00	700,00	12,00	100,00	577,37	1,64	1,49	0,04	0,00
12	05:00:00	1,90e+03	12,00	100,00	535,99	1,52	1,30	0,04	0,00
13	05:00:00	600,00	12,00	100,00	516,95	1,47	1,21	0,04	0,00
14	05:00:00	400,00	12,00	100,00	426,52	1,21	0,85	0,04	0,00
15	05:00:00	300,00	12,00	100,00	367,02	1,04	0,64	0,04	0,00
16	05:00:00	1,50e+03	8,00	100,00	88,04	0,56	0,33	0,04	0,00
17	05:00:00	1,50e+03	8,00	100,00	9,54	0,06	5,38e-03	0,06	0,00
18	05:00:00	600,00	8,00	100,00	40,33	0,26	0,08	0,05	0,00
19	05:00:00	700,00	12,00	100,00	26,07	0,07	4,80e-03	0,06	0,00
20	05:00:00	350,00	12,00	100,00	2,27	6,43e-03	5,22e-05	0,08	0,00
21	05:00:00	1,40e+03	8,00	100,00	23,91	0,15	0,03	0,05	0,00
22	05:00:00	1,10e+03	12,00	100,00	57,12	0,16	0,02	0,05	0,00
23	05:00:00	1,30e+03	8,00	100,00	17,32	0,11	0,02	0,06	0,00
24	05:00:00	1,30e+03	8,00	100,00	1,72	0,01	2,25e-04	0,08	0,00
25	05:00:00	1,30e+03	8,00	100,00	17,19	0,11	0,02	0,06	0,00
26	05:00:00	600,00	12,00	100,00	342,02	0,97	0,56	0,04	0,00
27	05:00:00	250,00	12,00	100,00	355,11	1,01	0,61	0,04	0,00
28	05:00:00	300,00	12,00	100,00	332,50	0,94	0,54	0,04	0,00
29	05:00:00	200,00	12,00	100,00	282,52	0,80	0,40	0,04	0,00
30	05:00:00	600,00	12,00	100,00	42,84	0,12	0,01	0,05	0,00
31	05:00:00	400,00	8,00	100,00	22,61	0,14	0,03	0,05	0,00
32	05:00:00	400,00	8,00	100,00	13,09	0,08	9,67e-03	0,06	0,00
34	05:00:00	700,00	8,00	100,00	2,05	0,01	3,12e-04	0,08	0,00
35	05:00:00	1000,00	8,00	100,00	3,57	0,02	8,71e-04	0,07	0,00
36	05:00:00	400,00	8,00	100,00	1,79	0,01	2,41e-04	0,08	0,00
37	05:00:00	500,00	8,00	100,00	17,96	0,11	0,02	0,06	0,00
38	05:00:00	500,00	8,00	100,00	2,71	0,02	5,23e-04	0,08	0,00
39	05:00:00	1000,00	8,00	100,00	3,57	0,02	8,71e-04	0,07	0,00
40	05:00:00	700,00	8,00	100,00	0,86	5,48e-03	6,23e-05	0,09	0,00
41	05:00:00	300,00	8,00	100,00	1,19	7,60e-03	1,14e-04	0,08	0,00
1	06:00:00	2,40e+03	12,00	100,00	430,53	1,22	0,87	0,04	0,00
2	06:00:00	800,00	12,00	100,00	348,35	0,99	0,58	0,04	0,00
3	06:00:00	1,30e+03	8,00	100,00	71,93	0,46	0,23	0,05	0,00
4	06:00:00	1,20e+03	8,00	100,00	54,01	0,34	0,13	0,05	0,00
5	06:00:00	1000,00	12,00	100,00	43,77	0,12	0,01	0,05	0,00
6	06:00:00	1,20e+03	12,00	100,00	381,89	1,08	0,69	0,04	0,00
7	06:00:00	2,70e+03	12,00	100,00	375,49	1,07	0,67	0,04	0,00
8	06:00:00	1,20e+03	12,00	140,00	17,92	0,05	1,29e-03	0,03	0,00
9	06:00:00	400,00	12,00	100,00	352,45	1,00	0,60	0,04	0,00
10	06:00:00	1000,00	8,00	140,00	6,40	0,04	1,38e-03	0,04	0,00
11	06:00:00	700,00	12,00	100,00	334,53	0,95	0,54	0,04	0,00
12	06:00:00	1,90e+03	12,00	100,00	290,01	0,82	0,42	0,04	0,00
13	06:00:00	600,00	12,00	100,00	269,53	0,76	0,36	0,04	0,00
14	06:00:00	400,00	12,00	100,00	206,32	0,59	0,22	0,04	0,00
15	06:00:00	300,00	12,00	100,00	142,32	0,40	0,11	0,04	0,00
16	06:00:00	1,50e+03	8,00	100,00	60,65	0,39	0,17	0,05	0,00
17	06:00:00	1,50e+03	8,00	100,00	44,31	0,28	0,09	0,05	0,00
18	06:00:00	600,00	8,00	100,00	19,91	0,13	0,02	0,06	0,00
19	06:00:00	700,00	12,00	100,00	38,61	0,11	9,94e-03	0,05	0,00
20	06:00:00	350,00	12,00	100,00	13,01	0,04	1,33e-03	0,06	0,00
21	06:00:00	1,40e+03	8,00	100,00	15,15	0,10	0,01	0,06	0,00
22	06:00:00	1,10e+03	12,00	100,00	61,44	0,17	0,02	0,05	0,00
23	06:00:00	1,30e+03	8,00	100,00	18,63	0,12	0,02	0,06	0,00
24	06:00:00	1,30e+03	8,00	100,00	1,85	0,01	2,58e-04	0,08	0,00
25	06:00:00	1,30e+03	8,00	100,00	18,49	0,12	0,02	0,06	0,00
26	06:00:00	600,00	12,00	100,00	81,37	0,23	0,04	0,05	0,00
27	06:00:00	250,00	12,00	100,00	95,45	0,27	0,05	0,05	0,00
28	06:00:00	300,00	12,00	100,00	71,13	0,20	0,03	0,05	0,00
29	06:00:00	200,00	12,00	100,00	17,37	0,05	2,26e-03	0,06	0,00
30	06:00:00	600,00	12,00	100,00	46,08	0,13	0,01	0,05	0,00
31	06:00:00	400,00	8,00	100,00	24,32	0,16	0,03	0,05	0,00
32	06:00:00	400,00	8,00	100,00	14,08	0,09	0,01	0,06	0,00
34	06:00:00	700,00	8,00	100,00	2,20	0,01	3,57e-04	0,08	0,00
35	06:00:00	1000,00	8,00	100,00	3,84	0,02	9,97e-04	0,07	0,00
36	06:00:00	400,00	8,00	100,00	1,92	0,01	2,76e-04	0,08	0,00
37	06:00:00	500,00	8,00	100,00	8,75	0,06	4,58e-03	0,06	0,00
38	06:00:00	500,00	8,00	100,00	2,92	0,02	5,99e-04	0,07	0,00
39	06:00:00	1000,00	8,00	100,00	3,84	0,02	9,97e-04	0,07	0,00
40	06:00:00	700,00	8,00	100,00	0,92	5,90e-03	7,13e-05	0,09	0,00
41	06:00:00	300,00	8,00	100,00	1,28	8,17e-03	1,30e-04	0,08	0,00
1	07:00:00	2,40e+03	12,00	100,00	3,19e-07	9,05e-10	2,16e-12	0,00	0,00
2	07:00:00	800,00	12,00	100,00	10,06	0,03	8,24e-04	0,07	0,00
3	07:00:00	1,30e+03	8,00	100,00	4,70	0,03	1,45e-03	0,07	0,00
4	07:00:00	1,20e+03	8,00	100,00	4,68	0,03	1,44e-03	0,07	0,00
5	07:00:00	1000,00	12,00	100,00	10,04	0,03	8,20e-04	0,07	0,00
6	07:00:00	1,20e+03	12,00	100,00	25,46	0,07	4,60e-03	0,06	0,00
7	07:00:00	2,70e+03	12,00	100,00	28,81	0,08	5,78e-03	0,06	0,00
8	07:00:00	1,20e+03	12,00	140,00	9,38	0,03	3,88e-04	0,04	0,00
9	07:00:00	400,00	12,00	100,00	40,87	0,12	0,01	0,05	0,00
10	07:00:00	1000,00	8,00	140,00	3,35	0,02	4,15e-04	0,04	0,00
11	07:00:00	700,00	12,00	100,00	50,25	0,14	0,02	0,05	0,00
12	07:00:00	1,90e+03	12,00	100,00	73,55	0,21	0,03	0,05	0,00
13	07:00:00	600,00	12,00	100,00	84,27	0,24	0,04	0,05	0,00
14	07:00:00	400,00	12,00	100,00	105,59	0,30	0,06	0,05	0,00
15	07:00:00	300,00	12,00	100,00	139,09	0,39	0,11	0,04	0,00
16	07:00:00	1,50e+03	8,00	100,00	19,98	0,13	0,02	0,06	0,00
17	07:00:00	1,50e+03	8,00	100,00	34,96	0,22	0,06	0,05	0,00
18	07:00:00	600,00	8,00	100,00	1,07	6,85e-03	9,41e-05	0,09	0,00
19	07:00:00	700,00	12,00	100,00	22,64	0,06	3,70e-03	0,06	0,00
20	07:00:00	350,00	12,00	100,00	9,24	0,03	7,03e-04	0,07	0,00
21	07:00:00	1,40e+03	8,00	100,00	5,50	0,04	1,94e-03	0,07	0,00
22	07:00:00	1,10e+03	12,00	100,00	32,16	0,09	7,09e-03	0,05	0,00
23	07:00:00	1,30e+03	8,00	100,00	9,75	0,06	5,60e-03	0,06	0,00
24	07:00:00	1,30e+03	8,00	100,00	0,97	6,18e-03	7,78e-05	0,09	0,00
25	07:00:00	1,30e+03	8,00	100,00	9,68	0,06	5,53e-03	0,06	0,00
26	07:00:00	600,00	12,00	100,00	182,76	0,52	0,18	0,04	0,00
27	07:00:00	250,00	12,00	100,00	175,39	0,50	0,16	0,04	0,00
28	07:00:00	300,00	12,00	100,00	188,12	0,53	0,19	0,04	0,00
29	07:00:00	200,00	12,00	100,00	216,26	0,61	0,24	0,04	0,00
30	07:00:00	600,00	12,00	100,00	24,12	0,07	4,16e-03	0,06	0,00
31	07:00:00	400,00	8,00	100,00	12,73	0,08	9,18e-03	0,06	0,00
32	07:00:00	400,00	8,00	100,00	7,37	0,05	3,34e-03	0,06	0,00
34	07:00:00	700,00	8,00	100,00	1,15	7,36e-03	1,08e-04	0,09	0,00
35	07:00:00	1000,00	8,00	100,00	2,01	0,01	3,01e-04	0,08	0,00
36	07:00:00	400,00	8,00	100,00	1,01	6,41e-03	8,33e-05	0,09	0,00
37	07:00:00	500,00	8,00	100,00	2,15	0,01	3,42e-04	0,08	0,00
38	07:00:00	500,00	8,00	100,00	1,53	9,74e-03	1,81e-04	0,08	0,00
39	07:00:00	1000,00	8,00	100,00	2,01	0,01	3,01e-04	0,08	0,00
40	07:00:00	700,00	8,00	100,00	0,48	3,09e-03	2,15e-05	0,10	0,00
41	07:00:00	300,00	8,00	100,00	0,67	4,28e-03	3,93e-05	0,09	0,00
1	08:00:00	2,40e+03	12,00	100,00	2,55e-04	7,24e-07	2,37e-14	0,00	0,00
2	08:00:00	800,00	12,00	100,00	10,06	0,03	8,24e-04	0,07	0,00
3	08:00:00	1,30e+03	8,00	100,00	4,70	0,03	1,45e-03	0,07	0,00
4	08:00:00	1,20e+03	8,00	100,00	4,68	0,03	1,44e-03	0,07	0,00
